ID,ApplicationDate_ds1,AnnualIncome,EmploymentStatus,Experience_ds1,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_ds2,Age,CreditScore,EducationLevel,Experience_ds2,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
A134,14-05-2018,22121,Employed,23,60,3,250,0,0,0,12,2669,7364,56022,0,14-05-2018,45,602,Bachelor,23.0,18805,Divorced,Other,22.1,2,Home,32,667,63386,2,23.79,47
A135,15-05-2018,37558,Employed,5,60,0,278,1,0,0,24,1163,17652,2660,0,15-05-2018,28,620,Master,5.0,18686,Married,Rent,12.2,1,Education,24,4575,9316,10,22.77,49
A136,16-05-2018,134691,Employed,36,24,0,607,1,0,1,27,306,27992,20839,1,16-05-2018,58,621,Bachelor,36.0,16421,Married,Rent,19.1,0,Home,28,1619,48831,4,19.8,40
A137,17-05-2018,33101,Employed,7,60,0,358,3,0,0,19,1004,8784,211332,0,17-05-2018,30,539,High School,7.0,29824,Married,Rent,18.4,0,Education,17,2548,220116,0,23.89,46
A138,18-05-2018,44364,Employed,10,36,1,313,3,0,0,12,764,8223,195449,1,18-05-2018,36,439,High School,10.0,5538,Divorced,Mortgage,3.31,1,Other,26,2471,203672,7,25.62,40
A139,19-05-2018,38596,Employed,27,36,2,292,1,0,1,23,1118,121827,4304,0,19-05-2018,49,499,Master,27.0,13078,Married,Other,148.0,2,Debt Consolidation,24,1121,40099,6,25.58,60
A140,20-05-2018,139954,Unemployed,3,48,0,293,1,0,0,22,1429,5937,45696,0,20-05-2018,25,439,High School,3.0,40858,Single,Rent,17.2,0,Auto,28,427,51633,2,31.24,56
A141,21-05-2018,53444,Unemployed,19,60,0,730,4,0,0,12,638,32195,11955,0,21-05-2018,42,521,Bachelor,19.0,16462,Married,Other,3.68,1,Auto,24,4608,44150,7,28.8,55
A142,22-05-2018,113523,Employed,33,60,0,427,4,0,0,18,2107,17536,112469,1,22-05-2018,55,643,High School,33.0,10990,Married,Own,3.06,2,Auto,25,4279,130005,4,20.38,35
A143,23-05-2018,31270,Employed,1,12,1,151,5,0,1,20,478,31210,47138,0,23-05-2018,20,581,Bachelor,1.0,6624,Married,Mortgage,46.4,2,Other,27,2857,78348,6,17.33,58
A144,24-05-2018,46717,Employed,21,60,4,616,4,0,0,20,2885,11975,3094,0,24-05-2018,42,520,High School,21.0,20915,Divorced,Other,3.92,2,Auto,25,1085,8920,1,24.57,57
A145,25-05-2018,56613,Employed,19,36,0,340,5,0,0,3,1730,47469,179210,0,25-05-2018,43,564,High School,19.0,25148,Single,Mortgage,5.13,1,Home,20,4138,226679,8,24.13,56
A146,26-05-2018,86882,Employed,24,72,1,380,1,0,0,19,565,263937,4755,0,26-05-2018,49,612,Bachelor,24.0,51374,Married,Rent,11.6,2,Home,35,10374,45230,8,27.77,47
A147,27-05-2018,69876,Employed,5,96,1,545,3,0,0,15,506,7056,12570,0,27-05-2018,25,598,Associate,5.0,17992,Single,Rent,11.4,1,Debt Consolidation,31,915,19626,5,27.23,51
A148,28-05-2018,32582,Self-Employed,4,60,0,231,5,0,0,21,1263,10978,21485,0,28-05-2018,24,513,Bachelor,4.0,26598,Divorced,Rent,4.62,1,Debt Consolidation,24,288,32463,4,27.27,55
A149,29-05-2018,101562,Employed,23,84,3,323,6,0,1,14,378,36152,26110,0,29-05-2018,46,612,Bachelor,23.0,30836,Divorced,Mortgage,6.05,0,Education,26,7528,62262,5,23.66,54
A150,30-05-2018,24611,Unemployed,25,24,0,489,0,0,0,18,1352,20979,169077,0,30-05-2018,43,548,Bachelor,25.0,21110,Married,Other,5.77,1,Education,30,10586,190056,5,24.73,54
A151,31-05-2018,22390,Employed,21,120,1,389,3,0,0,23,293,46780,8633,0,31-05-2018,43,594,Associate,21.0,17603,Married,Own,1.58,5,Auto,19,612,24284,3,29.29,55
A152,01-06-2018,47430,Employed,25,60,5,377,2,0,0,17,505,32526,25415,0,01-06-2018,44,605,Bachelor,25.0,32684,Married,Mortgage,6.35,0,Debt Consolidation,31,673,57941,5,23.23,50
A153,02-06-2018,57105,Employed,6,36,3,168,2,0,0,20,129,12673,1632,0,02-06-2018,31,500,Master,6.0,24760,Single,Rent,1.22,1,Home,15,2593,12750,6,26.81,53
A154,03-06-2018,28751,Employed,21,60,0,343,1,0,0,5,2785,20305,13656,0,03-06-2018,42,536,Bachelor,21.0,30150,Married,Own,4.11,3,Debt Consolidation,19,8298,33961,7,25.88,59
A155,04-06-2018,43567,Employed,17,24,2,308,3,0,0,10,4746,11319,119722,0,04-06-2018,43,547,Bachelor,17.0,17390,Married,Mortgage,1.43,0,Debt Consolidation,28,12906,131041,3,23.8,48
A156,05-06-2018,20113,Employed,6,36,1,347,2,0,0,2,1891,46478,52656,0,05-06-2018,31,575,Master,6.0,27214,Married,Own,21.6,1,Other,20,4698,99134,1,22.67,60
A157,06-06-2018,52633,Unemployed,41,120,5,347,0,1,0,27,730,68554,6415,0,06-06-2018,62,682,Master,41.0,13197,Married,Own,2.2,2,Auto,22,4853,51962,9,22.45,59
A158,07-06-2018,93617,Employed,25,84,0,826,7,0,0,17,357,54410,25397,1,07-06-2018,45,557,Associate,25.0,10868,Single,Own,18.5,4,Home,18,3489,79807,8,24.68,43
A159,08-06-2018,34276,Employed,3,96,3,365,3,0,0,26,42,5950,32248,0,08-06-2018,25,574,Doctorate,3.0,5163,Married,Rent,3.06,0,Debt Consolidation,27,3141,38198,6,25.16,51
A160,09-06-2018,25819,Self-Employed,25,36,0,103,2,0,0,5,1914,13848,49734,0,09-06-2018,47,587,High School,25.0,12824,Married,Rent,6.25,2,Debt Consolidation,30,1622,63582,6,18.21,61
A161,10-06-2018,72220,Employed,5,36,1,533,2,0,0,28,1581,21847,103795,1,10-06-2018,28,546,Doctorate,5.0,11336,Married,Mortgage,749.0,2,Debt Consolidation,27,1517,125642,9,21.24,36
A162,11-06-2018,30032,Employed,28,24,0,148,3,0,0,1,524,20361,67597,0,11-06-2018,49,594,High School,28.0,5789,Single,Mortgage,31.0,4,Debt Consolidation,32,1632,87958,7,19.51,61
A163,12-06-2018,259639,Employed,29,12,3,189,2,0,0,18,322,31385,2180,1,12-06-2018,53,545,Associate,29.0,39203,Single,Rent,43.8,0,Debt Consolidation,26,21809,22131,3,20.82,40
A164,13-06-2018,58238,Self-Employed,7,48,1,770,3,1,0,5,2519,9039,43114,0,13-06-2018,30,628,Master,7.0,15647,Married,Mortgage,3.29,1,Debt Consolidation,31,8060,52153,4,19.68,64
A165,14-06-2018,91953,Employed,29,48,5,264,2,0,0,4,4094,16233,16980,1,14-06-2018,51,618,High School,29.0,21715,Married,Rent,28.4,1,Debt Consolidation,30,2879,33213,10,19.1,45
A166,15-06-2018,22237,Employed,23,60,1,816,3,0,0,21,2124,23197,40922,0,15-06-2018,44,609,High School,23.0,33644,Divorced,Rent,8.34,0,Home,28,1967,64119,3,22.63,54
A167,16-06-2018,74085,Employed,27,12,2,375,3,0,0,28,15912,75471,7553,0,16-06-2018,49,653,Bachelor,27.0,36208,Married,Other,26.1,0,Debt Consolidation,32,2043,70652,6,17.1,XX
A168,17-06-2018,33370,Employed,41,24,2,545,5,0,0,9,1022,124204,10973,0,17-06-2018,62,633,Bachelor,41.0,18943,Divorced,Rent,5.21,0,Home,24,966,92153,5,18.54,54
A169,18-06-2018,36562,Employed,14,48,0,782,4,0,1,11,1405,9589,2603208,1,18-06-2018,37,553,High School,14.0,38934,Married,Own,2.71,0,Home,26,636,2612797,4,22.17,42
A170,19-06-2018,25658,Employed,7,36,3,374,1,0,0,6,480,16061,57777,0,19-06-2018,30,583,Associate,7.0,6423,Married,Own,18.9,1,Other,20,2411,73838,5,19.74,51
A171,20-06-2018,75095,Employed,6,120,1,182,3,0,1,9,510,19771,41471,0,20-06-2018,29,590,Associate,6.0,11657,Married,Rent,445.0,0,Auto,15,1570,61242,7,32.59,66
A172,21-06-2018,50657,Employed,4,48,2,638,7,0,0,14,475,16677,107416,0,21-06-2018,30,591,High School,4.0,20536,Married,Mortgage,3.07,2,Auto,27,20114,124093,11,19.59,46
A173,22-06-2018,48707,Employed,17,36,0,558,1,0,0,17,337,49436,69075,0,22-06-2018,39,582,Bachelor,17.0,9741,Married,Other,52.2,0,Home,30,2817,118511,13,24.44,50
A174,23-06-2018,99138,Employed,19,48,4,472,2,0,0,24,152,42553,1156,1,23-06-2018,44,524,High School,19.0,23007,Single,Rent,2.54,2,Auto,25,2596,10777,6,24.43,40
A175,24-06-2018,48280,Employed,20,36,4,340,0,0,0,12,4229,18198,84027,0,24-06-2018,43,581,Associate,20.0,40424,Married,Rent,24.5,1,Home,28,3207,102225,2,19.03,51
A176,25-06-2018,88064,Employed,27,120,0,382,2,0,0,17,252,25181,135833,1,25-06-2018,49,568,Bachelor,27.0,24156,Married,Other,41.8,0,Other,28,7110,161014,4,25.99,36
A177,26-06-2018,177855,Employed,18,60,0,280,3,0,0,26,947,5297,95498,1,26-06-2018,40,625,Master,18.0,17289,Married,Mortgage,3.81,0,Education,24,3966,100795,5,23.17,38
A178,27-06-2018,55440,Employed,35,12,2,497,3,0,0,14,1312,11335,21118,0,27-06-2018,57,614,Bachelor,35.0,31937,Widowed,Own,1.47,2,Auto,25,958,32453,4,18.55,50
A179,28-06-2018,44377,Employed,13,36,3,215,1,0,0,19,1457,7527,52424,1,28-06-2018,36,558,High School,13.0,11938,Married,Rent,4.87,1,Debt Consolidation,23,2782,59951,2,21.04,40
A180,29-06-2018,115677,Employed,51,24,1,364,6,0,0,6,3522,36001,53022,0,29-06-2018,72,511,Bachelor,51.0,27962,Married,Own,10.6,0,Debt Consolidation,26,1314,89023,5,28.17,54
A181,30-06-2018,163133,Employed,27,36,5,210,2,0,0,6,411,23228,61994,1,30-06-2018,47,654,Master,27.0,13145,Single,Mortgage,1.24,1,Education,27,687,85222,8,19.6,32
A182,01-07-2018,51989,Employed,5,72,3,351,5,0,0,3,391,10095,44452,0,01-07-2018,29,517,Bachelor,5.0,26850,Married,Mortgage,1.69,0,Auto,22,1462,54547,6,30.82,58
A183,02-07-2018,28941,Employed,3,60,0,112,1,0,0,8,2041,88914,44144,0,02-07-2018,27,612,Associate,3.0,15007,Single,Mortgage,126.0,1,Education,23,1934,133058,6,18.81,57
A184,03-07-2018,117455,Unemployed,21,48,3,697,2,0,1,6,11199,9076,279360,1,03-07-2018,45,652,Doctorate,21.0,19372,Divorced,Own,24.4,0,Auto,26,3583,288436,3,18.58,44
A185,04-07-2018,68157,Employed,14,36,2,394,1,0,0,27,422,66526,3047,1,04-07-2018,37,565,Bachelor,14.0,15091,Married,Mortgage,2.16,1,Education,28,4080,12695,3,23.15,40
A186,05-07-2018,117456,Employed,24,36,5,451,2,0,0,24,949,20558,11421,1,05-07-2018,48,579,Master,24.0,17310,Married,Mortgage,2.41,0,Home,18,1689,31979,5,21.88,39
A187,06-07-2018,84230,Employed,21,72,0,565,3,0,1,7,542,14843,14999,0,06-07-2018,45,579,Bachelor,21.0,61376,Married,Rent,3.14,0,Home,34,922,29842,3,29.39,56
A188,07-07-2018,47910,Employed,15,24,3,447,4,0,0,10,2447,11745,57154,0,07-07-2018,39,515,High School,,25068,Married,Mortgage,11.9,0,Education,17,3131,68899,2,23.91,48
A189,08-07-2018,37709,Employed,8,60,1,435,5,0,1,9,543,16781,4672,0,08-07-2018,29,557,High School,8.0,27440,Married,Own,47.6,1,Debt Consolidation,25,1785,9716,5,30.47,65
A190,09-07-2018,73625,Employed,1,24,0,182,1,1,0,8,1252,20357,138741,0,09-07-2018,21,540,Bachelor,1.0,12927,Single,Mortgage,11.6,1,Home,21,1176,159098,7,20.86,58
A191,10-07-2018,19757,Employed,12,120,4,385,1,0,0,9,1330,106504,2757,0,10-07-2018,34,592,Associate,12.0,17292,Married,Rent,38.0,2,Education,28,3053,44477,5,25.47,53
A192,11-07-2018,111020,Employed,28,12,4,496,1,0,0,24,1167,13083,30012,1,11-07-2018,50,498,Associate,28.0,23552,Married,Rent,23.6,2,Other,23,2429,43095,2,24.26,44
A193,12-07-2018,54202,Unemployed,20,60,0,292,8,1,0,9,727,98490,4212,0,12-07-2018,42,553,High School,20.0,12176,Single,Rent,17.6,1,Auto,22,4326,39483,8,23.9,65
A194,13-07-2018,36184,Employed,6,48,3,210,5,0,0,9,611,27576,40775,0,13-07-2018,25,620,Master,6.0,38807,Single,Other,7.3,1,Debt Consolidation,38,2111,68351,5,19.55,53
A195,14-07-2018,56320,Employed,16,60,0,653,3,0,0,12,1449,11532,314536,1,14-07-2018,42,603,Master,16.0,21883,Married,Rent,11.8,1,Auto,31,2478,326068,4,20.04,32
A196,15-07-2018,111257,Employed,22,60,0,525,2,0,0,17,300,30649,1850,1,15-07-2018,44,487,Associate,22.0,18609,Single,Mortgage,4.19,0,Education,25,1370,24626,5,27.39,40
A197,16-07-2018,55172,Employed,6,36,0,317,4,0,0,9,1521,8200,74216,0,16-07-2018,29,606,Bachelor,6.0,40220,Married,Mortgage,5.13,6,Auto,31,14454,82416,4,22.38,55
A198,17-07-2018,29020,Employed,16,60,2,158,2,0,0,4,862,10612,11602,0,17-07-2018,41,583,High School,16.0,16570,Married,Mortgage,22.7,1,Home,23,713,22214,5,23.19,55
A199,18-07-2018,19990,Employed,22,24,2,511,2,0,0,15,5786,7602,93057,0,18-07-2018,40,564,Bachelor,22.0,11236,Divorced,Mortgage,42.8,1,Debt Consolidation,28,1477,100659,4,19.17,53
A200,19-07-2018,196442,Employed,5,24,1,326,4,0,1,19,4810,128864,6837,1,19-07-2018,26,600,Associate,5.0,25519,Single,Mortgage,32.0,1,Auto,25,4763,9573,9,19.91,40
A201,20-07-2018,21725,Employed,22,48,0,206,6,0,0,13,494,37492,53042,0,20-07-2018,44,630,Bachelor,22.0,38766,Single,Rent,19.0,1,Auto,10,2332,90534,8,23.93,XX
A202,21-07-2018,49098,Employed,24,72,3,352,2,0,1,24,2781,20084,2088,0,21-07-2018,46,472,Associate,24.0,31990,Married,Mortgage,29.2,1,Debt Consolidation,27,11754,22172,1,33.25,57
A203,22-07-2018,33061,Employed,30,36,3,384,5,0,0,25,801,65760,79011,1,22-07-2018,52,640,Associate,30.0,11580,Married,Own,18.8,2,Auto,19,9144,144771,5,16.33,39
A204,23-07-2018,91077,Employed,27,36,4,917,1,0,0,4,431,34929,5342,0,23-07-2018,52,550,High School,27.0,37597,Single,Other,10.9,2,Home,22,3363,17299,6,29.17,51
A205,24-07-2018,17270,Employed,0,36,2,858,5,0,0,29,1912,12998,25827,0,24-07-2018,23,593,High School,0.0,28352,Single,Own,3.65,2,Home,24,24249,38825,3,20.81,54
A206,25-07-2018,137635,Employed,4,48,2,285,6,0,0,8,4015,5554,8385,1,25-07-2018,28,622,Master,4.0,12414,Divorced,Own,4.68,1,Home,18,1133,13939,5,15.71,40
A207,26-07-2018,44523,Unemployed,23,96,3,90,2,0,0,28,1008,36282,6932,0,26-07-2018,46,613,High School,23.0,12648,Married,Mortgage,153.0,0,Home,30,2266,25164,4,25.51,56
A208,27-07-2018,40998,Employed,26,48,1,463,3,0,0,18,1858,30888,7970,0,27-07-2018,46,576,High School,26.0,29172,Single,Mortgage,12.6,2,Debt Consolidation,23,2493,16901,5,24.59,58
A209,28-07-2018,49839,Employed,28,108,3,565,1,1,0,20,651,29182,5439,0,28-07-2018,46,558,Associate,28.0,34869,Single,Rent,28.8,1,Auto,26,15200,15851,5,34.24,65
A210,29-07-2018,48462,Employed,61,72,4,477,3,0,0,15,2076,66211,5097,0,29-07-2018,80,656,Associate,61.0,29111,Married,Rent,353.0,4,Auto,19,3972,45290,7,18.99,47
A211,30-07-2018,37268,Employed,23,48,0,504,2,0,1,12,2447,10542,18740,0,30-07-2018,46,535,Bachelor,23.0,26549,Married,Rent,10.9,2,Debt Consolidation,19,652,29282,8,22.38,56
A212,31-07-2018,85512,Employed,30,48,1,338,3,0,0,8,1188,52247,96908,1,31-07-2018,53,628,Associate,30.0,20367,Single,Own,21.8,2,Auto,30,2369,149155,8,18.27,39
A213,01-08-2018,16619,Employed,29,48,5,236,5,0,0,20,2098,43575,11195,0,01-08-2018,51,617,High School,29.0,22186,Widowed,Rent,2.81,2,Home,23,10910,54770,3,21.59,49
A214,02-08-2018,30548,Employed,25,84,0,920,1,0,0,26,2417,29011,6851,0,02-08-2018,47,490,High School,25.0,22280,Married,Own,21.9,1,Other,28,1701,21711,2,31.15,XX
A215,03-08-2018,108416,Unemployed,9,72,0,292,2,0,0,25,772,5965,61429,0,03-08-2018,36,604,High School,9.0,60460,Married,Own,3.44,1,Debt Consolidation,22,48211,67394,3,22.76,47
A216,04-08-2018,56255,Employed,28,24,0,573,3,0,0,4,658,44654,321457,1,04-08-2018,49,571,Associate,28.0,14526,Married,Rent,985.0,0,Auto,19,23933,366111,3,20.69,36
A217,05-08-2018,35795,Employed,6,36,2,239,6,0,0,15,4134,34105,131828,0,05-08-2018,30,510,Master,6.0,18086,Married,Rent,966.0,0,Debt Consolidation,22,1038,165933,4,24.64,XX
A218,06-08-2018,20882,Employed,14,48,2,671,3,0,0,25,536,56021,88077,0,06-08-2018,37,566,High School,14.0,23838,Divorced,Mortgage,1.27,2,Home,24,2011,144098,7,21.83,51
A219,07-08-2018,21573,Employed,12,48,0,194,4,0,0,15,229,3910,47843,0,07-08-2018,34,522,Bachelor,12.0,12419,Divorced,Other,4.32,1,Education,28,2935,51753,7,23.17,59
A220,08-08-2018,86157,Employed,15,36,2,370,2,0,0,12,4485,33353,73344,1,08-08-2018,40,535,Bachelor,,16775,Married,Mortgage,2.8,1,Auto,26,3368,106697,5,23.84,40
A221,09-08-2018,29708,Unemployed,42,108,1,631,6,0,0,11,5039,15326,83146,0,09-08-2018,67,626,High School,42.0,44904,Divorced,Rent,38.9,0,Debt Consolidation,16,1303,98472,8,33.1,50
A222,10-08-2018,77920,Employed,0,36,2,1093,1,0,0,20,2578,94587,5109,0,10-08-2018,18,578,Bachelor,0.0,20677,Divorced,Rent,2.79,0,Debt Consolidation,26,6127,36486,4,23.41,56
A223,11-08-2018,35187,Employed,24,48,1,572,2,0,1,9,502,13229,11091,0,11-08-2018,48,574,Bachelor,24.0,82538,Married,Mortgage,4.01,2,Auto,25,7826,24320,4,28.86,59
A224,12-08-2018,53299,Self-Employed,0,36,0,630,0,0,0,24,1968,10093,165827,0,12-08-2018,20,544,Bachelor,0.0,36261,Divorced,Mortgage,11.8,2,Home,25,3678,175920,3,28.19,54
A225,13-08-2018,54605,Employed,11,24,1,462,6,0,0,18,399,59277,3640,1,13-08-2018,34,614,Master,11.0,12604,Single,Rent,5.45,1,Debt Consolidation,30,5395,13039,4,15.72,40
A226,14-08-2018,36754,Self-Employed,30,36,1,674,0,0,0,14,5057,21422,117533,0,14-08-2018,53,505,Associate,30.0,36455,Married,Mortgage,4.39,0,Debt Consolidation,34,3055,138955,6,28.21,51
A227,15-08-2018,37426,Employed,19,24,0,153,3,0,0,25,1145,1466,170152,0,15-08-2018,40,601,High School,19.0,38810,Single,Mortgage,4.95,0,Home,12,6120,171618,2,21.12,47
A228,16-08-2018,29512,Employed,5,60,1,455,3,0,0,18,5251,65744,3661,0,16-08-2018,27,545,Bachelor,5.0,28201,Single,Mortgage,8.89,2,Home,15,2290,24830,2,29.85,53
A229,17-08-2018,34589,Employed,10,60,3,285,2,0,0,16,1002,55009,17138,0,17-08-2018,31,445,High School,10.0,91631,Married,Rent,4.47,1,Debt Consolidation,29,1428,72147,3,39.61,XX
A230,18-08-2018,56584,Unemployed,24,36,2,115,4,0,0,25,1269,6443,115778,1,18-08-2018,48,615,Associate,24.0,15122,Married,Mortgage,17.1,1,Education,25,6834,122221,5,18.1,40
A231,19-08-2018,32777,Employed,9,60,2,392,4,0,1,15,4937,5740,114409,0,19-08-2018,31,537,Master,9.0,27822,Divorced,Mortgage,3.13,2,Education,21,4771,120149,6,22.6,55
A232,20-08-2018,70901,Self-Employed,22,60,0,582,4,0,0,4,522,19402,23706,0,20-08-2018,42,575,Bachelor,22.0,20087,,Rent,49.0,3,Home,29,12504,43108,5,23.88,61
A233,21-08-2018,52184,Self-Employed,19,48,3,356,5,0,0,3,4696,52369,82766,0,21-08-2018,40,574,Associate,19.0,38284,,Rent,14.5,1,Other,16,7697,135135,8,22.82,53
A234,22-08-2018,43451,Employed,14,36,0,564,2,0,0,1,7400,11575,47111,0,22-08-2018,32,506,High School,14.0,9077,Widowed,Rent,9.95,2,Other,23,1218,58686,5,24.65,56
A235,23-08-2018,23881,Employed,43,60,4,678,1,0,0,26,3206,91806,5423,0,23-08-2018,65,599,High School,43.0,17067,Single,Own,18.4,1,Auto,23,22121,38426,4,21.92,57
A236,24-08-2018,44248,Self-Employed,24,36,2,499,5,0,0,12,1886,20206,50429,0,24-08-2018,47,550,High School,24.0,21565,Single,Rent,2.12,0,Debt Consolidation,28,41840,70635,5,23.25,54
A237,25-08-2018,15885,Employed,0,84,0,264,6,0,0,27,3975,23662,278826,0,25-08-2018,18,551,Master,0.0,35284,Single,Other,29.6,2,Home,23,2316,302488,1,32.52,54
A238,26-08-2018,39637,Employed,16,24,4,337,4,0,0,7,554,22402,174623,0,26-08-2018,42,599,Doctorate,16.0,28863,Single,Mortgage,6.57,1,Other,25,823,197025,5,24.5,50
A239,27-08-2018,48777,Employed,8,72,3,176,4,0,0,4,446,30965,69125,0,27-08-2018,32,549,Bachelor,8.0,32798,Divorced,Own,5.01,0,Auto,30,1382,100090,4,29.66,55
A240,28-08-2018,43208,Employed,26,84,3,361,4,0,0,6,678,73184,2671,0,28-08-2018,50,564,High School,26.0,13574,Married,Other,7.22,1,Debt Consolidation,33,2108,23314,3,20.52,59
A241,29-08-2018,18662,Employed,11,60,1,511,4,0,0,12,149,7676,87204,0,29-08-2018,30,544,Bachelor,11.0,28715,Single,Rent,27.6,0,Home,25,3730,94880,7,26.38,56
A242,30-08-2018,42209,Self-Employed,16,48,0,395,3,0,0,1,524,14222,102388,0,30-08-2018,38,582,Master,16.0,29658,Divorced,Rent,28.4,1,Education,36,794,116610,7,24.39,54
A243,31-08-2018,99222,Employed,24,120,1,281,1,0,0,21,1353,6849,13821,0,31-08-2018,46,450,Master,24.0,44563,Married,Own,3.91,0,Debt Consolidation,32,8172,20670,5,42.0,51
A244,01-09-2018,27279,Employed,29,72,0,590,3,0,0,28,5782,46510,71005,0,01-09-2018,50,634,Bachelor,29.0,14474,Single,Mortgage,1.01,0,Debt Consolidation,21,1524,117515,1,20.26,46
A245,02-09-2018,15000,Employed,4,48,2,253,1,0,1,9,627,47479,78519,0,02-09-2018,25,603,Bachelor,4.0,33259,Single,Other,6.31,1,Other,19,2500,125998,3,20.58,53
A246,03-09-2018,75376,Employed,16,36,3,448,4,1,0,8,860,12731,4964,0,03-09-2018,35,610,Bachelor,16.0,20920,Single,Mortgage,7.45,0,Debt Consolidation,22,1654,5522,4,17.02,70
A247,04-09-2018,25096,Employed,14,96,3,312,1,0,1,24,1263,21671,125038,0,04-09-2018,34,602,High School,14.0,9999,Single,Mortgage,19.3,0,Education,28,4662,146709,1,20.91,56
A248,05-09-2018,34817,Employed,8,48,0,570,3,0,0,1,669,110774,2880,0,05-09-2018,32,606,Bachelor,8.0,36726,Married,Rent,2.56,1,Home,26,3099,46874,9,25.87,54
A249,06-09-2018,68306,Employed,39,24,2,441,3,0,0,3,298,20178,4148,0,06-09-2018,61,583,Bachelor,39.0,25261,Married,Mortgage,37.5,3,Other,25,2656,24326,8,21.55,60
A250,07-09-2018,58991,Employed,23,48,0,248,4,0,0,10,838,53110,2967,1,07-09-2018,44,587,Bachelor,23.0,14635,Divorced,Mortgage,1.06,2,Education,29,5121,45657,6,22.01,40
A251,08-09-2018,92237,Employed,2,96,0,417,4,0,0,17,1088,99055,44061,0,08-09-2018,24,622,Bachelor,2.0,29532,Divorced,Mortgage,47.5,2,Auto,23,1961,143116,7,27.65,51
A252,09-09-2018,52241,Employed,26,12,0,1434,4,0,0,23,645,37802,4632,0,09-09-2018,51,628,Bachelor,26.0,25118,Widowed,Rent,44.7,2,Auto,24,917,18952,7,17.16,48
A253,10-09-2018,66407,Employed,42,48,1,235,3,0,0,19,1628,11353,31667,0,10-09-2018,65,579,Bachelor,42.0,44037,Married,Rent,23.6,1,Home,24,2825,43020,5,27.61,54
A254,11-09-2018,20071,Employed,28,36,0,484,3,0,0,7,440,38320,54748,0,11-09-2018,52,565,High School,28.0,12684,Married,Rent,33.4,2,Education,33,6135,93068,9,24.78,51
A255,12-09-2018,69356,Self-Employed,0,72,1,530,3,0,0,16,769,61996,2166,0,12-09-2018,21,589,Master,0.0,18957,Widowed,Mortgage,3.39,0,Education,11,1945,9667,1,21.75,59
A256,13-09-2018,31043,Employed,13,96,2,852,1,0,0,19,1243,10360,42394,0,13-09-2018,34,536,Bachelor,13.0,13424,Single,Mortgage,16.4,0,Debt Consolidation,25,2254,52754,1,25.72,56
A257,14-09-2018,300000,Employed,32,36,3,1099,2,0,1,5,5654,27790,212190,1,14-09-2018,55,509,Bachelor,32.0,18698,Married,Mortgage,4.27,0,Other,26,8564,239980,7,20.64,42
A258,15-09-2018,34233,Employed,5,60,0,189,6,0,0,17,95,15644,4017,0,15-09-2018,31,599,Associate,5.0,26572,Widowed,Other,5.8,1,Auto,25,987,19661,3,22.92,56
A259,16-09-2018,81867,Employed,20,36,0,390,1,0,0,13,1142,4629,20078,0,16-09-2018,45,632,Master,20.0,35991,Married,Other,22.4,0,Education,31,1014,24707,1,22.31,48
A260,17-09-2018,79592,Self-Employed,25,60,3,290,3,1,0,29,1395,36001,354369,1,17-09-2018,49,583,Bachelor,25.0,17337,Married,Mortgage,16.3,1,Other,27,1256,390370,6,23.23,51
A261,18-09-2018,45466,Unemployed,5,84,0,256,2,1,1,15,709,36072,259643,0,18-09-2018,28,589,Bachelor,5.0,31671,Single,Mortgage,3.88,0,Auto,19,3160,295715,3,25.53,74
A262,19-09-2018,75932,Employed,14,12,2,350,1,0,0,20,329,157337,71127,0,19-09-2018,39,530,Doctorate,14.0,29901,Single,Mortgage,18.2,2,Debt Consolidation,17,4763,228464,6,23.35,47
A263,20-09-2018,160729,Employed,0,48,2,179,3,0,0,1,1667,10820,47782,1,20-09-2018,18,555,Master,0.0,22942,Widowed,Other,43.7,0,Other,18,4814,58602,4,26.4,42
A264,21-09-2018,29349,Employed,9,96,2,389,5,0,0,4,1186,54858,2007,0,21-09-2018,27,570,Bachelor,9.0,31897,Married,Mortgage,1.47,2,Other,29,11187,56865,2,33.82,54
A265,22-09-2018,15000,Employed,16,12,1,195,4,0,0,29,1172,143736,7278,0,22-09-2018,36,575,High School,16.0,16449,Married,Mortgage,272.0,0,Other,26,587,69490,2,21.56,XX
A266,23-09-2018,22698,Employed,2,36,1,165,5,0,0,8,681,18803,102389,0,23-09-2018,25,630,Doctorate,2.0,7604,Married,Mortgage,22.1,2,Education,22,3441,121192,2,20.38,50
A267,24-09-2018,117989,Employed,40,48,3,642,3,0,1,4,303,15765,50135,1,24-09-2018,59,610,Doctorate,40.0,21413,Married,Own,29.9,1,Home,20,2737,65900,6,20.12,48
A268,25-09-2018,28842,Employed,1,120,2,255,7,0,0,28,1157,12303,25107,0,25-09-2018,22,462,High School,1.0,23503,Single,Rent,4.08,0,Auto,23,2048,37410,10,33.42,55
