ID,ApplicationDate,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
A126,2018-05-06,56816,Employed,12,2,288,4,0,0,27,705,14955,621711,1,66,669,Associate,20719,Single,Mortgage,32.0,1,Auto,28,8124,636666,6,13.94,28.0,41.0,4734.67,1859.71,45.36
A127,2018-05-07,34588,Employed,48,0,444,4,0,0,1,256,11153,78693,0,28,621,Master,18962,Single,Mortgage,21.5,0,Debt Consolidation,36,8955,89846,3,24.09,51.0,0.0,2882.33,619.14,36.88
A128,2018-05-08,55383,Employed,48,3,419,4,0,0,21,1948,6183,7531,1,33,565,Associate,9093,Married,Own,3.08,0,Auto,18,6607,13714,2,23.29,40.0,10.0,4615.25,292.89,15.42
A129,2018-05-09,65180,Employed,72,2,323,1,0,0,26,1662,61849,3079,1,41,551,High School,15086,Married,Mortgage,2.62,0,Debt Consolidation,24,562,64928,7,23.26,40.0,16.0,5431.67,390.42,13.13
A130,2018-05-10,15000,Employed,60,2,248,2,0,0,13,290,5651,21596,0,33,523,Bachelor,13879,Married,Rent,25.8,2,Auto,29,12973,27247,2,26.9,56.0,8.0,1250.0,422.97,53.68
A131,2018-05-11,149736,Employed,48,0,604,1,0,0,9,2256,10999,279531,1,21,560,Associate,27917,Married,Own,30.7,0,Auto,27,3003,290530,6,20.82,37.0,0.0,12478.0,861.77,11.75
A132,2018-05-12,42717,Employed,24,3,326,2,0,0,24,759,10782,37949,0,40,585,High School,41561,Divorced,Other,38.0,1,Home,21,489,48731,3,21.4,53.0,14.0,3559.75,2143.81,69.38
A133,2018-05-13,66417,Employed,48,3,408,3,0,0,17,1060,24837,87273,1,27,590,Master,9493,Married,Mortgage,644.0,1,Home,27,2012,112110,9,19.19,40.0,5.0,5534.75,284.79,12.52
A134,2018-05-14,22121,Employed,60,3,250,0,0,0,12,2669,7364,56022,0,45,602,Bachelor,18805,Divorced,Other,22.1,2,Home,32,667,63386,2,23.79,47.0,23.0,1843.42,538.69,42.78
A135,2018-05-15,37558,Employed,60,0,278,1,0,0,24,1163,17652,2660,0,28,620,Master,18686,Married,Rent,12.2,1,Education,24,4575,9316,10,22.77,49.0,5.0,3129.83,524.3,25.63
A136,2018-05-16,134691,Employed,24,0,607,1,0,1,27,306,27992,20839,1,58,621,Bachelor,16421,Married,Rent,19.1,0,Home,28,1619,48831,4,19.8,40.0,36.0,11224.25,834.16,12.84
A137,2018-05-17,33101,Employed,60,0,358,3,0,0,19,1004,8784,211332,0,30,539,High School,29824,Married,Rent,18.4,0,Education,17,2548,220116,0,23.89,46.0,7.0,2758.42,856.07,44.01
A138,2018-05-18,44364,Employed,36,1,313,3,0,0,12,764,8223,195449,1,36,439,High School,5538,Divorced,Mortgage,3.31,1,Other,26,2471,203672,7,25.62,40.0,10.0,3697.0,222.01,14.47
A139,2018-05-19,38596,Employed,36,2,292,1,0,1,23,1118,121827,4304,0,49,499,Master,13078,Married,Other,148.0,2,Debt Consolidation,24,1121,40099,6,25.58,60.0,27.0,3216.33,524.0,25.37
A140,2018-05-20,139954,Unemployed,48,0,293,1,0,0,22,1429,5937,45696,0,25,439,High School,40858,Single,Rent,17.2,0,Auto,28,427,51633,2,31.24,56.0,3.0,11662.83,1500.75,15.38
A141,2018-05-21,53444,Unemployed,60,0,730,4,0,0,12,638,32195,11955,0,42,521,Bachelor,16462,Married,Other,3.68,1,Auto,24,4608,44150,7,28.8,55.0,19.0,4453.67,520.53,28.08
A142,2018-05-22,113523,Employed,60,0,427,4,0,0,18,2107,17536,112469,1,55,643,High School,10990,Married,Own,3.06,2,Auto,25,4279,130005,4,20.38,35.0,33.0,9460.25,293.5,7.62
A143,2018-05-23,31270,Employed,12,1,151,5,0,1,20,478,31210,47138,0,20,581,Bachelor,6624,Married,Mortgage,46.4,2,Other,27,2857,78348,6,17.33,58.0,1.0,2605.83,605.18,29.02
A144,2018-05-24,46717,Employed,60,4,616,4,0,0,20,2885,11975,3094,0,42,520,High School,20915,Divorced,Other,3.92,2,Auto,25,1085,8920,1,24.57,57.0,21.0,3893.08,608.62,31.46
A145,2018-05-25,56613,Employed,36,0,340,5,0,0,3,1730,47469,179210,0,43,564,High School,25148,Single,Mortgage,5.13,1,Home,20,4138,226679,8,24.13,56.0,19.0,4717.75,988.35,28.16
A146,2018-05-26,86882,Employed,72,1,380,1,0,0,19,565,263937,4755,0,49,612,Bachelor,51374,Married,Rent,11.6,2,Home,35,10374,45230,8,27.77,47.0,24.0,7240.17,1472.45,25.59
A147,2018-05-27,69876,Employed,96,1,545,3,0,0,15,506,7056,12570,0,25,598,Associate,17992,Single,Rent,11.4,1,Debt Consolidation,31,915,19626,5,27.23,51.0,5.0,5823.0,461.85,17.29
A148,2018-05-28,32582,Self-Employed,60,0,231,5,0,0,21,1263,10978,21485,0,24,513,Bachelor,26598,Divorced,Rent,4.62,1,Debt Consolidation,24,288,32463,4,27.27,55.0,4.0,2715.17,816.48,38.58
A149,2018-05-29,101562,Employed,84,3,323,6,0,1,14,378,36152,26110,0,46,612,Bachelor,30836,Divorced,Mortgage,6.05,0,Education,26,7528,62262,5,23.66,54.0,23.0,8463.5,754.29,12.73
A150,2018-05-30,24611,Unemployed,24,0,489,0,0,0,18,1352,20979,169077,0,43,548,Bachelor,21110,Married,Other,5.77,1,Education,30,10586,190056,5,24.73,54.0,25.0,2050.92,1123.82,78.64
A151,2018-05-31,22390,Employed,120,1,389,3,0,0,23,293,46780,8633,0,43,594,Associate,17603,Married,Own,1.58,5,Auto,19,612,24284,3,29.29,55.0,21.0,1865.83,454.84,45.23
A152,2018-06-01,47430,Employed,60,5,377,2,0,0,17,505,32526,25415,0,44,605,Bachelor,32684,Married,Mortgage,6.35,0,Debt Consolidation,31,673,57941,5,23.23,50.0,25.0,3952.5,925.7,32.96
A153,2018-06-02,57105,Employed,36,3,168,2,0,0,20,129,12673,1632,0,31,500,Master,24760,Single,Rent,1.22,1,Home,15,2593,12750,6,26.81,53.0,6.0,4758.75,1008.31,24.72
A154,2018-06-03,28751,Employed,60,0,343,1,0,0,5,2785,20305,13656,0,42,536,Bachelor,30150,Married,Own,4.11,3,Debt Consolidation,19,8298,33961,7,25.88,59.0,21.0,2395.92,900.56,51.9
A155,2018-06-04,43567,Employed,24,2,308,3,0,0,10,4746,11319,119722,0,43,547,Bachelor,17390,Married,Mortgage,1.43,0,Debt Consolidation,28,12906,131041,3,23.8,48.0,17.0,3630.58,917.69,33.76
A156,2018-06-05,20113,Employed,36,1,347,2,0,0,2,1891,46478,52656,0,31,575,Master,27214,Married,Own,21.6,1,Other,20,4698,99134,1,22.67,60.0,6.0,1676.08,1048.77,83.28
A157,2018-06-06,52633,Unemployed,120,5,347,0,1,0,27,730,68554,6415,0,62,682,Master,13197,Married,Own,2.2,2,Auto,22,4853,51962,9,22.45,59.0,41.0,4386.08,276.83,14.22
A158,2018-06-07,93617,Employed,84,0,826,7,0,0,17,357,54410,25397,1,45,557,Associate,10868,Single,Own,18.5,4,Home,18,3489,79807,8,24.68,43.0,25.0,7801.42,272.87,14.09
A159,2018-06-08,34276,Employed,96,3,365,3,0,0,26,42,5950,32248,0,25,574,Doctorate,5163,Married,Rent,3.06,0,Debt Consolidation,27,3141,38198,6,25.16,51.0,3.0,2856.33,125.35,17.17
A160,2018-06-09,25819,Self-Employed,36,0,103,2,0,0,5,1914,13848,49734,0,47,587,High School,12824,Married,Rent,6.25,2,Debt Consolidation,30,1622,63582,6,18.21,61.0,25.0,2151.58,464.97,26.4
A161,2018-06-10,72220,Employed,36,1,533,2,0,0,28,1581,21847,103795,1,28,546,Doctorate,11336,Married,Mortgage,749.0,2,Debt Consolidation,27,1517,125642,9,21.24,36.0,5.0,6018.33,428.48,15.98
A162,2018-06-11,30032,Employed,24,0,148,3,0,0,1,524,20361,67597,0,49,594,High School,5789,Single,Mortgage,31.0,4,Debt Consolidation,32,1632,87958,7,19.51,61.0,28.0,2502.67,293.25,17.63
A163,2018-06-12,259639,Employed,12,3,189,2,0,0,18,322,31385,2180,1,53,545,Associate,39203,Single,Rent,43.8,0,Debt Consolidation,26,21809,22131,3,20.82,40.0,29.0,21636.58,3646.95,17.73
A164,2018-06-13,58238,Self-Employed,48,1,770,3,1,0,5,2519,9039,43114,0,30,628,Master,15647,Married,Mortgage,3.29,1,Debt Consolidation,31,8060,52153,4,19.68,64.0,7.0,4853.17,473.48,25.62
A165,2018-06-14,91953,Employed,48,5,264,2,0,0,4,4094,16233,16980,1,51,618,High School,21715,Married,Rent,28.4,1,Debt Consolidation,30,2879,33213,10,19.1,45.0,29.0,7662.75,650.43,11.93
A166,2018-06-15,22237,Employed,60,1,816,3,0,0,21,2124,23197,40922,0,44,609,High School,33644,Divorced,Rent,8.34,0,Home,28,1967,64119,3,22.63,54.0,23.0,1853.08,941.3,94.83
A167,2018-06-16,74085,Employed,12,2,375,3,0,0,28,15912,75471,7553,0,49,653,Bachelor,36208,Married,Other,26.1,0,Debt Consolidation,32,2043,70652,6,17.1,51.0,27.0,6173.75,3304.06,59.59
A168,2018-06-17,33370,Employed,24,2,545,5,0,0,9,1022,124204,10973,0,62,633,Bachelor,18943,Divorced,Rent,5.21,0,Home,24,966,92153,5,18.54,54.0,41.0,2780.83,950.66,53.78
A169,2018-06-18,36562,Employed,48,0,782,4,0,1,11,1405,9589,2603208,1,37,553,High School,38934,Married,Own,2.71,0,Home,26,636,2612797,4,22.17,42.0,14.0,3046.83,1230.25,66.04
A170,2018-06-19,25658,Employed,36,3,374,1,0,0,6,480,16061,57777,0,30,583,Associate,6423,Married,Own,18.9,1,Other,20,2411,73838,5,19.74,51.0,7.0,2138.17,237.85,28.62
A171,2018-06-20,75095,Employed,120,1,182,3,0,1,9,510,19771,41471,0,29,590,Associate,11657,Married,Rent,445.0,0,Auto,15,1570,61242,7,32.59,66.0,6.0,6257.92,329.82,8.18
A172,2018-06-21,50657,Employed,48,2,638,7,0,0,14,475,16677,107416,0,30,591,High School,20536,Married,Mortgage,3.07,2,Auto,27,20114,124093,11,19.59,46.0,4.0,4221.42,620.44,29.81
A173,2018-06-22,48707,Employed,36,0,558,1,0,0,17,337,49436,69075,0,39,582,Bachelor,9741,Married,Other,52.2,0,Home,30,2817,118511,13,24.44,50.0,17.0,4058.92,384.42,23.22
A174,2018-06-23,99138,Employed,48,4,472,2,0,0,24,152,42553,1156,1,44,524,High School,23007,Single,Rent,2.54,2,Auto,25,2596,10777,6,24.43,40.0,19.0,8261.5,755.55,14.86
A175,2018-06-24,48280,Employed,36,4,340,0,0,0,12,4229,18198,84027,0,43,581,Associate,40424,Married,Rent,24.5,1,Home,28,3207,102225,2,19.03,51.0,20.0,4023.33,1482.4,45.3
A176,2018-06-25,88064,Employed,120,0,382,2,0,0,17,252,25181,135833,1,49,568,Bachelor,24156,Married,Other,41.8,0,Other,28,7110,161014,4,25.99,36.0,27.0,7338.67,566.48,12.92
A177,2018-06-26,177855,Employed,60,0,280,3,0,0,26,947,5297,95498,1,40,625,Master,17289,Married,Mortgage,3.81,0,Education,24,3966,100795,5,23.17,38.0,18.0,14821.25,489.08,5.19
A178,2018-06-27,55440,Employed,12,2,497,3,0,0,14,1312,11335,21118,0,57,614,Bachelor,31937,Widowed,Own,1.47,2,Auto,25,958,32453,4,18.55,50.0,35.0,4620.0,2936.35,74.31
A179,2018-06-28,44377,Employed,36,3,215,1,0,0,19,1457,7527,52424,1,36,558,High School,11938,Married,Rent,4.87,1,Debt Consolidation,23,2782,59951,2,21.04,40.0,13.0,3698.08,450.01,17.98
A180,2018-06-29,115677,Employed,24,1,364,6,0,0,6,3522,36001,53022,0,72,511,Bachelor,27962,Married,Own,10.6,0,Debt Consolidation,26,1314,89023,5,28.17,54.0,51.0,9639.75,1537.22,19.72
A181,2018-06-30,163133,Employed,36,5,210,2,0,0,6,411,23228,61994,1,47,654,Master,13145,Single,Mortgage,1.24,1,Education,27,687,85222,8,19.6,32.0,27.0,13594.42,485.84,5.12
A182,2018-07-01,51989,Employed,72,3,351,5,0,0,3,391,10095,44452,0,29,517,Bachelor,26850,Married,Mortgage,1.69,0,Auto,22,1462,54547,6,30.82,58.0,5.0,4332.42,822.01,27.08
A183,2018-07-02,28941,Employed,60,0,112,1,0,0,8,2041,88914,44144,0,27,612,Associate,15007,Single,Mortgage,126.0,1,Education,23,1934,133058,6,18.81,57.0,3.0,2411.75,387.72,20.72
A184,2018-07-03,117455,Unemployed,48,3,697,2,0,1,6,11199,9076,279360,1,45,652,Doctorate,19372,Divorced,Own,24.4,0,Auto,26,3583,288436,3,18.58,44.0,21.0,9787.92,574.94,13.0
A185,2018-07-04,68157,Employed,36,2,394,1,0,0,27,422,66526,3047,1,37,565,Bachelor,15091,Married,Mortgage,2.16,1,Education,28,4080,12695,3,23.15,40.0,14.0,5679.75,585.35,17.24
A186,2018-07-05,117456,Employed,36,5,451,2,0,0,24,949,20558,11421,1,48,579,Master,17310,Married,Mortgage,2.41,0,Home,18,1689,31979,5,21.88,39.0,24.0,9788.0,660.0,11.35
A187,2018-07-06,84230,Employed,72,0,565,3,0,1,7,542,14843,14999,0,45,579,Bachelor,61376,Married,Rent,3.14,0,Home,34,922,29842,3,29.39,56.0,21.0,7019.17,1822.38,34.01
A188,2018-07-07,47910,Employed,24,3,447,4,0,0,10,2447,11745,57154,0,39,515,High School,25068,Married,Mortgage,11.9,0,Education,17,3131,68899,2,23.91,48.0,15.0,3992.5,1324.25,44.36
A189,2018-07-08,37709,Employed,60,1,435,5,0,1,9,543,16781,4672,0,29,557,High School,27440,Married,Own,47.6,1,Debt Consolidation,25,1785,9716,5,30.47,65.0,8.0,3142.42,895.72,42.35
A190,2018-07-09,73625,Employed,24,0,182,1,1,0,8,1252,20357,138741,0,21,540,Bachelor,12927,Single,Mortgage,11.6,1,Home,21,1176,159098,7,20.86,58.0,1.0,6135.42,663.37,13.78
A191,2018-07-10,19757,Employed,120,4,385,1,0,0,9,1330,106504,2757,0,34,592,Associate,17292,Married,Rent,38.0,2,Education,28,3053,44477,5,25.47,53.0,12.0,1646.42,399.13,47.63
A192,2018-07-11,111020,Employed,12,4,496,1,0,0,24,1167,13083,30012,1,50,498,Associate,23552,Married,Rent,23.6,2,Other,23,2429,43095,2,24.26,44.0,28.0,9251.67,2230.03,29.47
A193,2018-07-12,54202,Unemployed,60,0,292,8,1,0,9,727,98490,4212,0,42,553,High School,12176,Single,Rent,17.6,1,Auto,22,4326,39483,8,23.9,65.0,20.0,4516.83,349.57,14.2
A194,2018-07-13,36184,Employed,48,3,210,5,0,0,9,611,27576,40775,0,25,620,Master,38807,Single,Other,7.3,1,Debt Consolidation,38,2111,68351,5,19.55,53.0,6.0,3015.33,1171.63,45.82
A195,2018-07-14,56320,Employed,60,0,653,3,0,0,12,1449,11532,314536,1,42,603,Master,21883,Married,Rent,11.8,1,Auto,31,2478,326068,4,20.04,32.0,16.0,4693.33,580.25,26.28
A196,2018-07-15,111257,Employed,60,0,525,2,0,0,17,300,30649,1850,1,44,487,Associate,18609,Single,Mortgage,4.19,0,Education,25,1370,24626,5,27.39,40.0,22.0,9271.42,572.58,11.84
A197,2018-07-16,55172,Employed,36,0,317,4,0,0,9,1521,8200,74216,0,29,606,Bachelor,40220,Married,Mortgage,5.13,6,Auto,31,14454,82416,4,22.38,55.0,6.0,4597.67,1543.94,40.48
A198,2018-07-17,29020,Employed,60,2,158,2,0,0,4,862,10612,11602,0,41,583,High School,16570,Married,Mortgage,22.7,1,Home,23,713,22214,5,23.19,55.0,16.0,2418.33,468.93,25.92
A199,2018-07-18,19990,Employed,24,2,511,2,0,0,15,5786,7602,93057,0,40,564,Bachelor,11236,Divorced,Mortgage,42.8,1,Debt Consolidation,28,1477,100659,4,19.17,53.0,22.0,1665.83,567.32,64.73
A200,2018-07-19,196442,Employed,24,1,326,4,0,1,19,4810,128864,6837,1,26,600,Associate,25519,Single,Mortgage,32.0,1,Auto,25,4763,9573,9,19.91,40.0,5.0,16370.17,1297.69,9.92
A201,2018-07-20,21725,Employed,48,0,206,6,0,0,13,494,37492,53042,0,44,630,Bachelor,38766,Single,Rent,19.0,1,Auto,10,2332,90534,8,23.93,51.0,22.0,1810.42,1262.34,81.11
A202,2018-07-21,49098,Employed,72,3,352,2,0,1,24,2781,20084,2088,0,46,472,Associate,31990,Married,Mortgage,29.2,1,Debt Consolidation,27,11754,22172,1,33.25,57.0,24.0,4091.5,1030.39,33.79
A203,2018-07-22,33061,Employed,36,3,384,5,0,0,25,801,65760,79011,1,52,640,Associate,11580,Married,Own,18.8,2,Auto,19,9144,144771,5,16.33,39.0,30.0,2755.08,409.01,28.78
A204,2018-07-23,91077,Employed,36,4,917,1,0,0,4,431,34929,5342,0,52,550,High School,37597,Single,Other,10.9,2,Home,22,3363,17299,6,29.17,51.0,27.0,7589.75,1579.01,32.89
A205,2018-07-24,17270,Employed,36,2,858,5,0,0,29,1912,12998,25827,0,23,593,High School,28352,Single,Own,3.65,2,Home,24,24249,38825,3,20.81,54.0,0.0,1439.17,1065.4,133.65
A206,2018-07-25,137635,Employed,48,2,285,6,0,0,8,4015,5554,8385,1,28,622,Master,12414,Divorced,Own,4.68,1,Home,18,1133,13939,5,15.71,40.0,4.0,11469.58,349.98,5.54
A207,2018-07-26,44523,Unemployed,96,3,90,2,0,0,28,1008,36282,6932,0,46,613,High School,12648,Married,Mortgage,153.0,0,Home,30,2266,25164,4,25.51,56.0,23.0,3710.25,310.03,10.78
A208,2018-07-27,40998,Employed,48,1,463,3,0,0,18,1858,30888,7970,0,46,576,High School,29172,Single,Mortgage,12.6,2,Debt Consolidation,23,2493,16901,5,24.59,58.0,26.0,3416.5,960.6,41.67
A209,2018-07-28,49839,Employed,108,3,565,1,1,0,20,651,29182,5439,0,46,558,Associate,34869,Single,Rent,28.8,1,Auto,26,15200,15851,5,34.24,65.0,28.0,4153.25,1044.99,38.76
A210,2018-07-29,48462,Employed,72,4,477,3,0,0,15,2076,66211,5097,0,80,656,Associate,29111,Married,Rent,353.0,4,Auto,19,3972,45290,7,18.99,47.0,61.0,4038.5,680.35,28.66
A211,2018-07-30,37268,Employed,48,0,504,2,0,1,12,2447,10542,18740,0,46,535,Bachelor,26549,Married,Rent,10.9,2,Debt Consolidation,19,652,29282,8,22.38,56.0,23.0,3105.67,841.94,43.34
A212,2018-07-31,85512,Employed,48,1,338,3,0,0,8,1188,52247,96908,1,53,628,Associate,20367,Single,Own,21.8,2,Auto,30,2369,149155,8,18.27,39.0,30.0,7126.0,601.16,13.18
A213,2018-08-01,16619,Employed,48,5,236,5,0,0,20,2098,43575,11195,0,51,617,High School,22186,Widowed,Rent,2.81,2,Home,23,10910,54770,3,21.59,49.0,29.0,1384.92,694.06,67.16
A214,2018-08-02,30548,Employed,84,0,920,1,0,0,26,2417,29011,6851,0,47,490,High School,22280,Married,Own,21.9,1,Other,28,1701,21711,2,31.15,51.0,25.0,2545.67,654.37,61.85
A215,2018-08-03,108416,Unemployed,72,0,292,2,0,0,25,772,5965,61429,0,36,604,High School,60460,Married,Own,3.44,1,Debt Consolidation,22,48211,67394,3,22.76,47.0,9.0,9034.67,1546.52,20.35
A216,2018-08-04,56255,Employed,24,0,573,3,0,0,4,658,44654,321457,1,49,571,Associate,14526,Married,Rent,985.0,0,Auto,19,23933,366111,3,20.69,36.0,28.0,4687.92,744.22,28.1
A217,2018-08-05,35795,Employed,36,2,239,6,0,0,15,4134,34105,131828,0,30,510,Master,18086,Married,Rent,966.0,0,Debt Consolidation,22,1038,165933,4,24.64,51.0,6.0,2982.92,715.66,32.0
A218,2018-08-06,20882,Employed,48,2,671,3,0,0,25,536,56021,88077,0,37,566,High School,23838,Divorced,Mortgage,1.27,2,Home,24,2011,144098,7,21.83,51.0,14.0,1740.17,748.84,81.59
A219,2018-08-07,21573,Employed,48,0,194,4,0,0,15,229,3910,47843,0,34,522,Bachelor,12419,Divorced,Other,4.32,1,Education,28,2935,51753,7,23.17,59.0,12.0,1797.75,399.2,33.0
A220,2018-08-08,86157,Employed,36,2,370,2,0,0,12,4485,33353,73344,1,40,535,Bachelor,16775,Married,Mortgage,2.8,1,Auto,26,3368,106697,5,23.84,40.0,15.0,7179.75,656.72,14.3
A221,2018-08-09,29708,Unemployed,108,1,631,6,0,0,11,5039,15326,83146,0,67,626,High School,44904,Divorced,Rent,38.9,0,Debt Consolidation,16,1303,98472,8,33.1,50.0,42.0,2475.67,1307.83,78.32
A222,2018-08-10,77920,Employed,36,2,1093,1,0,0,20,2578,94587,5109,0,18,578,Bachelor,20677,Divorced,Rent,2.79,0,Debt Consolidation,26,6127,36486,4,23.41,56.0,0.0,6493.33,804.83,29.23
A223,2018-08-11,35187,Employed,48,1,572,2,0,1,9,502,13229,11091,0,48,574,Bachelor,82538,Married,Mortgage,4.01,2,Auto,25,7826,24320,4,28.86,59.0,24.0,2932.25,2917.39,119.0
A224,2018-08-12,53299,Self-Employed,36,0,630,0,0,0,24,1968,10093,165827,0,20,544,Bachelor,36261,Divorced,Mortgage,11.8,2,Home,25,3678,175920,3,28.19,54.0,0.0,4441.58,1503.61,48.04
A225,2018-08-13,54605,Employed,24,1,462,6,0,0,18,399,59277,3640,1,34,614,Master,12604,Single,Rent,5.45,1,Debt Consolidation,30,5395,13039,4,15.72,40.0,11.0,4550.42,615.45,23.68
A226,2018-08-14,36754,Self-Employed,36,1,674,0,0,0,14,5057,21422,117533,0,53,505,Associate,36455,Married,Mortgage,4.39,0,Debt Consolidation,34,3055,138955,6,28.21,51.0,30.0,3062.83,1512.05,71.37
A227,2018-08-15,37426,Employed,24,0,153,3,0,0,25,1145,1466,170152,0,40,601,High School,38810,Single,Mortgage,4.95,0,Home,12,6120,171618,2,21.12,47.0,19.0,3118.83,1996.57,68.92
A228,2018-08-16,29512,Employed,60,1,455,3,0,0,18,5251,65744,3661,0,27,545,Bachelor,28201,Single,Mortgage,8.89,2,Home,15,2290,24830,2,29.85,53.0,5.0,2459.33,909.8,55.49
A229,2018-08-17,34589,Employed,60,3,285,2,0,0,16,1002,55009,17138,0,31,445,High School,91631,Married,Rent,4.47,1,Debt Consolidation,29,1428,72147,3,39.61,51.0,10.0,2882.42,3527.15,132.26
A230,2018-08-18,56584,Unemployed,36,2,115,4,0,0,25,1269,6443,115778,1,48,615,Associate,15122,Married,Mortgage,17.1,1,Education,25,6834,122221,5,18.1,40.0,24.0,4715.33,547.46,14.05
A231,2018-08-19,32777,Employed,60,2,392,4,0,1,15,4937,5740,114409,0,31,537,Master,27822,Divorced,Mortgage,3.13,2,Education,21,4771,120149,6,22.6,55.0,9.0,2731.42,777.93,42.83
A232,2018-08-20,70901,Self-Employed,60,0,582,4,0,0,4,522,19402,23706,0,42,575,Bachelor,20087,Married,Rent,49.0,3,Home,29,12504,43108,5,23.88,61.0,22.0,5908.42,576.46,19.61
A233,2018-08-21,52184,Self-Employed,48,3,356,5,0,0,3,4696,52369,82766,0,40,574,Associate,38284,Married,Rent,14.5,1,Other,16,7697,135135,8,22.82,53.0,19.0,4348.67,1223.29,36.32
A234,2018-08-22,43451,Employed,36,0,564,2,0,0,1,7400,11575,47111,0,32,506,High School,9077,Widowed,Rent,9.95,2,Other,23,1218,58686,5,24.65,56.0,14.0,3620.92,359.22,25.5
A235,2018-08-23,23881,Employed,60,4,678,1,0,0,26,3206,91806,5423,0,65,599,High School,17067,Single,Own,18.4,1,Auto,23,22121,38426,4,21.92,57.0,43.0,1990.08,470.6,57.72
A236,2018-08-24,44248,Self-Employed,36,2,499,5,0,0,12,1886,20206,50429,0,47,550,High School,21565,Single,Rent,2.12,0,Debt Consolidation,28,41840,70635,5,23.25,54.0,24.0,3687.33,837.59,36.25
A237,2018-08-25,15885,Employed,84,0,264,6,0,0,27,3975,23662,278826,0,18,551,Master,35284,Single,Other,29.6,2,Home,23,2316,302488,1,32.52,54.0,0.0,1323.75,1069.34,100.72
A238,2018-08-26,39637,Employed,24,4,337,4,0,0,7,554,22402,174623,0,42,599,Doctorate,28863,Single,Mortgage,6.57,1,Other,25,823,197025,5,24.5,50.0,16.0,3303.08,1533.23,56.62
A239,2018-08-27,48777,Employed,72,3,176,4,0,0,4,446,30965,69125,0,32,549,Bachelor,32798,Divorced,Own,5.01,0,Auto,30,1382,100090,4,29.66,55.0,8.0,4064.75,979.52,28.43
A240,2018-08-28,43208,Employed,84,3,361,4,0,0,6,678,73184,2671,0,50,564,High School,13574,Married,Other,7.22,1,Debt Consolidation,33,2108,23314,3,20.52,59.0,26.0,3600.67,305.69,18.52
A241,2018-08-29,18662,Employed,60,1,511,4,0,0,12,149,7676,87204,0,30,544,Bachelor,28715,Single,Rent,27.6,0,Home,25,3730,94880,7,26.38,56.0,11.0,1555.17,866.21,88.56
A242,2018-08-30,42209,Self-Employed,48,0,395,3,0,0,1,524,14222,102388,0,38,582,Master,29658,Divorced,Rent,28.4,1,Education,36,794,116610,7,24.39,54.0,16.0,3517.42,973.31,38.9
A243,2018-08-31,99222,Employed,120,1,281,1,0,0,21,1353,6849,13821,0,46,450,Master,44563,Married,Own,3.91,0,Debt Consolidation,32,8172,20670,5,42.0,51.0,24.0,8268.5,1585.25,22.57
A244,2018-09-01,27279,Employed,72,0,590,3,0,0,28,5782,46510,71005,0,50,634,Bachelor,14474,Single,Mortgage,1.01,0,Debt Consolidation,21,1524,117515,1,20.26,46.0,29.0,2273.25,348.88,41.3
A245,2018-09-02,15000,Employed,48,2,253,1,0,1,9,627,47479,78519,0,25,603,Bachelor,33259,Single,Other,6.31,1,Other,19,2500,125998,3,20.58,53.0,4.0,1250.0,1022.39,102.03
A246,2018-09-03,75376,Employed,36,3,448,4,1,0,8,860,12731,4964,0,35,610,Bachelor,20920,Single,Mortgage,7.45,0,Debt Consolidation,22,1654,5522,4,17.02,70.0,16.0,6281.33,746.06,19.01
A247,2018-09-04,25096,Employed,96,3,312,1,0,1,24,1263,21671,125038,0,34,602,High School,9999,Single,Mortgage,19.3,0,Education,28,4662,146709,1,20.91,56.0,14.0,2091.33,215.22,25.21
A248,2018-09-05,34817,Employed,48,0,570,3,0,0,1,669,110774,2880,0,32,606,Bachelor,36726,Married,Rent,2.56,1,Home,26,3099,46874,9,25.87,54.0,8.0,2901.42,1235.62,62.23
A249,2018-09-06,68306,Employed,24,2,441,3,0,0,3,298,20178,4148,0,61,583,Bachelor,25261,Married,Mortgage,37.5,3,Other,25,2656,24326,8,21.55,60.0,39.0,5692.17,1304.89,30.67
A250,2018-09-07,58991,Employed,48,0,248,4,0,0,10,838,53110,2967,1,44,587,Bachelor,14635,Divorced,Mortgage,1.06,2,Education,29,5121,45657,6,22.01,40.0,23.0,4915.92,461.17,14.43
A251,2018-09-08,92237,Employed,96,0,417,4,0,0,17,1088,99055,44061,0,24,622,Bachelor,29532,Divorced,Mortgage,47.5,2,Auto,23,1961,143116,7,27.65,51.0,2.0,7686.42,766.52,15.4
A252,2018-09-09,52241,Employed,12,0,1434,4,0,0,23,645,37802,4632,0,51,628,Bachelor,25118,Widowed,Rent,44.7,2,Auto,24,917,18952,7,17.16,48.0,26.0,4353.42,2292.79,85.61
